"bedsize","wage_ind","total_cu","total__a","total_pa","less_con","total_op","deprecia","total_ot","net_inco","debt_fin","longterm","times_in","cash_flo","cost_per","occupanc","market_s","hospit_d","medicaid","days_in","days_cas","medica_b","medica_c","medica_d","profit_p","cothhosp","caid_d_g","auspice","meanscoreAMI","meanscoreCHF","census_region","curr_ratio","tot_margin","meanscorePNE"
281,0.859899997711182,24535080,5518658,395427040,300402048,95427104,0,3041,17935242,-261.470367431641,-75.5546188354492,,-14.4643583297729,3285.41577148438,50.5737838745117,39.2284317016602,5.05368280410767,4.03185701370239,84.5540466308594,-5.60015106201172,68.7551803588867,10.0036630630493,1.61802554130554,1202.50244140625,0,3,3,77.4000015258789,75,2,4.4458417245642,0.187947042802431,64.5999984741211
235,0.81580001115799,33695228,10347910,464865408,326852416,140850096,0,10642,5873656,76.7511672973633,307.553405761719,1.35558462142944,3.88162803649902,3940.93823242188,64.4173736572266,42.3708267211914,4.06937694549561,6.04287672042847,73.9453048706055,0.319067567586899,56.1534004211426,7.90711975097656,1.49221003055573,132.951934814453,0,2,3,90.5999984741211,87,2,3.25623512380761,0.0417014696248414,73.5999984741211
325,0.92220002412796,49107672,83615264,443284640,269879456,177636320,0,0,2188203,33.4168891906738,9.34116554260254,1.76354098320007,2.12990880012512,3709.40234375,70.5660705566406,7.80712842941284,4.22197008132935,4.96412563323975,88.370002746582,253.393508911133,38.3817749023438,1.32243847846985,1.47281467914581,-63.6152572631836,0,1,2,81.1999969482422,84.5,2,0.587305112138377,0.0123184436606208,64.8000030517578
313,0.92220002412796,72523904,37282840,313227616,212494880,107708800,0,297642,-18588800,84.511604309082,400.587524414063,,-13.2547492980957,8199.83203125,37.7023048400879,4.53523540496826,5.39761924743652,3.98026990890503,198.211288452148,31.0535202026367,52.7383728027344,8.89884567260742,1.5514303445816,-2598.9072265625,1,2,2,87.4000015258789,81.5,2,1.94523550244563,-0.172583855729523,67.8000030517578
236,0.804400026798248,19265920,9162758,325680672,227836896,104980704,12039245,3034370,1838800,29.6304016113281,35.0552406311035,1.74089324474335,25.3650665283203,3730.69750976563,74.0364532470703,60.2270622253418,4.2265887260437,3.43766474723816,33.1176948547363,210.946853637695,52.9000396728516,14.3112506866455,1.2109169960022,-354.528594970703,0,3,1,80.5999984741211,78,2,2.10263329010763,0.017515599819182,77.5999984741211
176,0.897300004959106,35653036,10218105,248188320,153406736,97777896,6308428,1094365,2505922,46.3261909484863,69.1001281738281,1.95828866958618,17.2008037567139,3859.31420898438,64.6435241699219,67.0429382324219,3.8454487323761,3.03227567672729,43.0224075317383,142.326446533203,52.0167617797852,13.3479423522949,1.21843183040619,-77.3302688598633,0,3,1,88,82.5,2,3.48920235209953,0.0256287167398243,81.1999969482422
180,0.810999989509583,52336036,66714196,166143856,60071568,132320280,0,0,-16376177,89.4877319335938,22.721923828125,,-23.8915672302246,10568.6669921875,57.1780815124512,13.6614217758179,6.58359622955322,9.84950923919678,81.5769958496094,90.130973815918,23.3216209411621,24.0430183410645,1.80206298828125,-5234.78076171875,1,4,1,96.1999969482422,89.5,2,0.784481251936245,-0.123761656187547,68.5999984741211
138,0.772700011730194,128570208,97850992,261515968,201836672,60062944,0,460310,-8074838,71.1004943847656,202.135559082031,-7.14320850372314,-1.47218787670136,3518.93359375,56.3093109130859,100,3.36772727966309,2.66915249824524,666.579345703125,1369.00317382813,60.1170539855957,13.8807601928711,1.18645942211151,-45.599796295166,0,3,2,91.4000015258789,87,2,1.31393872838816,-0.134439597233196,81.1999969482422
349,0.810999989509583,30483920,12699631,439842752,285665120,155507152,11185683,263405,-9502472,41.6817283630371,62.3193855285645,-2.44045400619507,1.6974288225174,4001.02612304688,60.733211517334,19.8570785522461,4.74224615097046,4.93529033660889,44.537036895752,119.765182495117,46.9811935424805,9.56246376037598,1.68090128898621,-345.100524902344,0,2,2,90.1999969482422,89.5,2,2.40037840469538,-0.0611063341961275,77.5999984741211
434,0.820299983024597,119981960,24223656,757473984,539892480,217581536,17046816,12581561,-2143906,35.5783882141113,41.8067512512207,0.365645796060562,14.9503240585327,4185.0556640625,81.2038345336914,71.4655838012695,4.61454296112061,5.15942716598511,82.7162551879883,112.562034606934,56.2436332702637,17.3591938018799,1.44048798084259,-382.1357421875,0,3,1,87.5999984741211,78,2,4.95309048312113,-0.00985334527650361,78.8000030517578
114,0.810999989509583,33819164,10650395,206765296,132987792,75305216,2213477,387817,3684226,67.1327438354492,164.85969543457,,10.6802530288696,3509.16967773438,69.1756820678711,42.6723709106445,3.77000665664673,4.01282072067261,50.6697311401367,86.9021224975586,58.1990013122559,7.61186790466309,1.52576005458832,131.509002685547,0,2,1,93.8000030517578,89,2,3.1753905841051,0.0489239151774028,75
309,0.92220002412796,128570216,97850992,786986496,625779200,164807424,0,0,1298899,71.1004943847656,202.135559082031,,0.236812606453896,4173.8408203125,65.1026306152344,7.2579493522644,5.20493364334106,6.82930898666382,246.769134521484,574.349243164063,56.9089965820313,11.1704301834106,1.7828471660614,1131.33972167969,0,3,2,92.4000015258789,83.5,2,1.31393881014512,0.0078813136476182,66
341,0.92220002412796,131737880,84400056,857205760,670396736,191203296,0,33280,-101304,63.124080657959,141.296493530273,0.972204625606537,-0.0209536030888557,4636.9150390625,66.0450744628906,8.41060256958008,4.87851619720459,5.83194446563721,193.243118286133,500.378021240234,51.6027412414551,10.2161722183228,1.60255229473114,997.726928710938,0,3,2,89.8000030517578,81.5,2,1.56087431979903,-0.000529823502624139,68.4000015258789
605,0.810999989509583,94484456,25788066,574238400,336481824,238449664,14471262,4628644,1277412,50.451789855957,79.2993392944336,1.92927634716034,13.50914478302,4273.9521484375,56.0724563598633,28.1282138824463,4.84322929382324,4.83207321166992,35.5856590270996,150.529449462891,53.2538642883301,9.80681991577148,1.58550930023193,-110.782615661621,0,2,2,83.4000015258789,77,2,3.66388297594709,0.00535715579787942,64.5999984741211
154,0.92220002412796,22480018,11058058,248966752,161277344,89979712,4779729,2445109,111926,53.7303848266602,88.6792602539063,1.04554724693298,10.4549217224121,4940.62890625,56.4988441467285,3.947993516922,4.26453590393066,3.99905848503113,68.6474075317383,88.3955307006836,50.8974113464355,13.3730087280273,1.31138944625854,695.54052734375,0,3,2,91.5999984741211,95.5,2,2.03290830994014,0.00124390262551629,83.4000015258789
160,0.773400008678436,13448785,33207262,150497888,86135392,65618544,3152253,27364,8594638,82.1027679443359,239.425888061523,,16.9120216369629,2757.18627929688,60.7619857788086,75.4542770385742,3.50157880783081,2.59237384796143,53.3056221008301,16.6028499603271,48.9136238098145,27.2058620452881,1.2578946352005,444.462524414063,0,4,3,73.8000030517578,75,2,0.404995298919857,0.130978797700845,66.1999969482422
128,0.89029997587204,11970834,3815068,312086080,224654976,87788888,3912038,0,10704644,-33.5058212280273,-29.5791091918945,,-68.4255828857422,3925.80444335938,54.9571914672852,17.0648670196533,3.67535066604614,4.54838705062866,29.5535926818848,-0.896563589572906,42.5961990356445,2.74575471878052,1.29169678688049,1355.60388183594,0,1,3,73.8000030517578,78,2,3.13777736071808,0.121936206778243,
148,0.92220002412796,-1093764,6530430,67113072,49684328,63841408,1644602,0,-9716304,9.89453792572021,1.38541078567505,,-108.007385253906,5701.51513671875,39.8130340576172,0.784685075283051,3.60795164108276,2.61904764175415,158.643463134766,-68.2567749023438,11.256799697876,25.5730686187744,1.25191617012024,-5446.58642578125,0,4,1,87.5999984741211,92.5,2,-0.167487286442087,-0.152194387692703,71.1999969482422
485,0.92220002412796,58335808,24865314,1642440704,1402962560,239803760,13019756,8617,-40310376,97.6799697875977,3746.86303710938,-55985.62890625,-12.0805559158325,5825.4609375,59.4142074584961,10.7818956375122,4.26184225082397,6.50850343704224,81.2112197875977,-0.946556687355042,35.4151992797852,3.63859367370605,1.39662706851959,-1180.49865722656,0,1,3,92.4000015258789,86.5,2,2.34607164019726,-0.168097347597886,72.5999984741211
252,0.810999989509583,32149038,14509437,258138320,139353568,123778368,0,0,3820136,59.9851531982422,115.195335388184,,6.09654903411865,3740.82299804688,62.0689277648926,15.2987041473389,4.5490837097168,4.13304710388184,57.2940979003906,35.1748008728027,40.7472267150879,1.68678081035614,1.53587079048157,-44.5841979980469,0,1,3,94,98,2,2.21573297433939,0.0308627110029436,
354,1.24899995326996,113132048,43730096,638008768,281272352,378127552,20897288,7293062,22766782,25.0247077941895,21.9685039520264,21.0406341552734,34.129638671875,9144.99609375,63.8348426818848,69.5874786376953,5.42388391494751,4.72821712493896,94.88916015625,8.60600566864014,27.9033966064453,24.2771053314209,1.68803656101227,-251.885665893555,0,4,2,91.1999969482422,82.5,4,2.58705235863191,0.0602092650471553,49.5999984741211
162,1.24899995326996,36012512,14952278,250316608,139701616,111597296,9660449,0,8663972,-17.230037689209,-27.036792755127,,-102.887176513672,8182.97412109375,33.5751724243164,21.5773258209229,4.29068517684937,3.8189549446106,70.6976547241211,34.8793411254883,30.4034652709961,15.8313608169556,1.81399440765381,1107.76245117188,0,3,3,91.8000030517578,83.5,4,2.40849668525425,0.0776360387800077,68
232,0.98199999332428,19011244,4914657,301878368,208804160,93687672,3379829,0,-14011153,156.821090698242,-265.984710693359,-0.00415208889171481,-7.84280014038086,4735.8642578125,47.7432670593262,2.05169486999512,3.29897999763489,1.86166203022003,70.9464492797852,-3.00868344306946,19.3598651885986,45.2694854736328,1.21293425559998,-780.023376464844,0,4,3,81,77,4,3.86827483586342,-0.149551725439394,64.4000015258789
518,0.98199999332428,111301000,40918000,1248656000,775100224,473555776,0,0,16895000,90.9802551269531,866.454650878906,,5.82190704345703,4741.4443359375,79.8106536865234,10.4388971328735,3.659996509552,4.19644498825073,48.2005310058594,12.7013645172119,25.3277053833008,27.0672912597656,1.9217883348465,337.117034912109,1,4,2,91.8000030517578,82.5,4,2.72009873405347,0.0356768956398496,70.1999969482422
505,0.891099989414215,68749976,39239956,741970368,470680192,283299936,16442714,3591827,7314500,48.8725395202637,62.3270263671875,,21.0674667358398,4135.7099609375,61.7002563476563,20.6603393554688,3.80466341972351,3.73744368553162,56.9483795166016,91.8274154663086,24.9391098022461,28.4623966217041,1.62993764877319,-154.782592773438,0,4,2,81,93,4,1.75204008893384,0.0258189257056521,80.5999984741211
357,0.891099989414215,44078088,5154500,423044064,262875376,163722960,0,730380,12460051,5.42765808105469,1.7037011384964,,169.972183227539,5487.7861328125,50.7125587463379,12.926549911499,4.72108316421509,3.968181848526,41.285587310791,9.228196144104,28.6890335083008,17.1743774414063,1.32896399497986,466.67041015625,0,3,2,89.5999984741211,89.5,4,8.5513799592589,0.0761044816194381,89.5999984741211
281,0.891099989414215,38207208,5144663,404744640,270960512,135639728,0,365327,10478299,4.79561185836792,0,,203.673187255859,4178.14404296875,49.3287200927734,10.7971601486206,3.8083553314209,2.86898398399353,34.8961868286133,14.0839958190918,31.7606830596924,12.7248287200928,1.37408018112183,423.835815429688,0,3,2,92.8000030517578,86,4,7.42657157524215,0.0772509585097369,88.4000015258789
117,0.98199999332428,43857000,13333000,211237680,107471736,105781008,0,3096311,11070319,58.1722679138184,123.193206787109,,9.48207187652588,5004.22900390625,73.6728744506836,58.2297096252441,3.56267690658569,6.12694597244263,68.0185165405273,355.46142578125,61.1785659790039,16.2608852386475,1.27838325500488,389.759918212891,0,3,2,85.5999984741211,82.5,4,3.28935723393085,0.10465318122134,82
273,0.858900010585785,46022308,25324984,323148416,163694336,163646624,13928563,0,9220283,40.0204849243164,49.8235855102539,,23.151948928833,4267.00146484375,64.1617736816406,94.3105545043945,3.91632461547852,3.08590197563171,77.4242782592773,293.900238037109,49.9702835083008,21.2953987121582,1.35124266147614,187.721298217773,0,4,2,83.5999984741211,74.5,4,1.81726898623115,0.0563426410800873,64.1999969482422
262,0.98199999332428,64473956,19741250,518693568,367994272,159295040,6136220,950153,12278583,25.7192325592041,19.745677947998,8.34368991851807,40.0843620300293,4548.6005859375,50.7319869995117,3.32196235656738,3.19261646270752,2.26898813247681,87.8989028930664,127.509826660156,27.1936511993408,18.5344734191895,1.46167314052582,128.934921264648,0,3,2,92.5999984741211,85.5,4,3.26595104160071,0.0770807615855459,79.5999984741211
127,0.98199999332428,22314802,11759219,135761760,67582384,68179368,2225947,659285,283369,107.598701477051,-1228.37731933594,,2.82766842842102,4223.23876953125,55.6725273132324,100,3.50115323066711,5.005202293396,64.9493255615234,38.5191459655762,39.5396614074707,33.5529136657715,1.30064916610718,-30.1200485229492,0,4,2,69.5999984741211,66.5,4,1.89764320232492,0.00415622802487697,57
116,0.98199999332428,15108141,5823564,177469008,121918160,56744416,0,0,-7353205,192.533920288086,-191.624771118164,,-9.97886848449707,5327.85400390625,40.7841300964355,1.22454333305359,3.27541732788086,1.85143768787384,92.6305694580078,5.80958080291748,31.6655082702637,20.1355113983154,1.62892317771912,-1157.212890625,0,4,3,78.4000015258789,70,4,2.59431183378426,-0.129584644945504,
370,0.98199999332428,24892632,41139240,620623552,314941472,354687072,0,1610,8753156,53.6647300720215,46.0081787109375,,12.8247718811035,5832.72314453125,66.8108139038086,7.07719135284424,4.09661769866943,3.65396356582642,55.7740440368652,-45.3708267211914,7.01888561248779,66.3097915649414,1.30158364772797,-883.388366699219,1,4,1,92.8000030517578,96.5,4,0.605082446831784,0.0246785312772832,65.8000030517578
207,1.06819999217987,47641996,28149736,369309312,180007152,198023344,0,3531404,17803506,54.4865074157715,99.4435501098633,,10.7094869613647,6590.47509765625,63.7628211975098,80.9690704345703,4.37010145187378,4.05793190002441,80.6737518310547,219.558258056641,33.4751739501953,25.0083026885986,1.59652280807495,349.825317382813,0,4,2,88.5999984741211,88.5,4,1.69244912279106,0.0899060971316594,74.8000030517578
484,0.98199999332428,211868144,71839064,1382729984,885467200,514198336,0,4552436,42912008,35.4659957885742,30.4402046203613,,26.6476898193359,4835.13330078125,70.2139739990234,11.5126953125,3.55140733718872,2.86044359207153,59.7481079101563,81.2547912597656,18.3005485534668,37.4274444580078,2.08426666259766,453.736907958984,1,4,2,94.4000015258789,90.5,4,2.9492052402019,0.0834541946086733,69.1999969482422
205,0.98199999332428,19484496,9183799,297632352,203381632,95457800,0,0,-4769685,108.117668151855,-1144.44885253906,,-7.30878067016602,4444.80908203125,45.4219856262207,2.18210482597351,3.45291066169739,12.9131011962891,77.0429992675781,-9.81392097473145,24.2945823669434,28.4196891784668,1.57388520240784,-415.487731933594,0,4,3,88.5999984741211,86.5,4,2.12161611986499,-0.049966424954273,69.1999969482422
172,0.98199999332428,41094712,22424364,477873408,338383296,142499552,0,278727,3163152,64.5966491699219,133.364685058594,1.73304057121277,3.79548072814941,3920.96875,72.0340881347656,3.2294933795929,2.43278288841248,2.03526711463928,65.883430480957,34.0826606750488,24.2288208007813,21.5664596557617,1.20167827606201,110.345329284668,0,4,2,92.5999984741211,85,4,1.83259208600074,0.0221976276809628,80.5999984741211
185,0.98199999332428,20036568,9205035,293746144,215399216,86706400,0,1795602,-30242632,154.568481445313,-260.358062744141,,-26.5589580535889,8999.6015625,32.1051445007324,1.8138986825943,3.89140200614929,16.9874992370605,87.6702041625977,-6.2583589553833,24.0047969818115,12.5374784469604,1.75841069221497,-5383.751953125,0,3,3,87.8000030517578,76,4,2.1766965579164,-0.348793537731932,
294,0.98199999332428,64297428,13623491,572906432,367680704,209276704,7950443,0,-4752427,51.291145324707,92.0358505249023,-0.251536160707474,2.95723247528076,5134.1494140625,60.7809143066406,4.52392387390137,3.65933561325073,3.46615791320801,79.3655319213867,32.4789657592773,33.2561645507813,16.017110824585,1.58793222904205,-290.551940917969,0,3,2,83.8000030517578,79,4,4.71959999092744,-0.0227088199936482,69.4000015258789
130,1.15209996700287,64397172,7383426,151454208,59271900,93962152,6639402,1234426,11962941,6.59491062164307,0.501991510391235,13626.2177734375,234.034332275391,4326.275390625,70.6195983886719,36.8220863342285,4.21337842941284,3.40613985061646,66.1331481933594,200.324768066406,60.7597961425781,20.1975593566895,1.30350291728973,606.297119140625,0,4,1,85.8000030517578,67.5,4,8.72185513879329,0.127316592323258,64
295,0.98199999332428,21336000,4798000,763298624,563463616,201019872,6302049,46126,6510000,68.7598190307617,200.792755126953,,23.4245338439941,5059.5927734375,74.7880172729492,4.40509223937988,4.3229546546936,4.59541988372803,37.8872337341309,0,54.2593879699707,3.73783040046692,1.55428600311279,213.379898071289,0,1,2,84.4000015258789,70.5,4,4.4468528553564,0.0323848579507602,71.75
357,0.891099989414215,78890000,39322000,720494144,447367840,298806336,9854000,960000,1537891,57.3484191894531,91.6230010986328,,9.22935962677002,6304.76220703125,62.6714248657227,22.0428943634033,4.99596214294434,3.63367438316345,50.0219612121582,42.7065582275391,24.2126274108887,27.8274383544922,1.86281967163086,-988.554626464844,1,4,2,90.1999969482422,85.5,4,2.0062560398759,0.00514678176034393,65.4000015258789
538,0.98199999332428,53645608,30146144,398266048,248161392,150104656,0,0,-183161584,95.1854095458984,0,,-607.578796386719,3810.99340820313,65.032844543457,3.30885434150696,3.16461801528931,3.20567059516907,122.748023986816,0.111789152026176,20.638973236084,22.6647357940674,1.54160761833191,-3228.90356445313,0,4,2,91.5999984741211,84.5,4,1.77951807037079,-1.22022586694446,80.1999969482422
119,1.15209996700287,13786282,3498571,190802976,109066080,82003552,3751150,5192,23563880,-33.8045616149902,-26.9974937438965,,-53.5667915344238,4121.77001953125,50.4823303222656,31.5720748901367,3.79754066467285,2.73220634460449,52.5409049987793,-5.67061853408813,63.8619041442871,14.0055637359619,1.33783161640167,2197.58715820313,0,3,3,82.5999984741211,75,4,3.9405465831621,0.287351942998762,71.1999969482422
131,0.891099989414215,9771300,5299381,139920544,92219664,48819420,2919743,0,-7755413,26.0879764556885,18.7117805480957,-1.20310211181641,-42.8746757507324,6504.99365234375,41.9533615112305,3.84974050521851,4.09471321105957,4.5151515007019,50.0890617370605,0.487227231264114,46.8245277404785,0.742771685123444,1.3468542098999,-1374.23547363281,0,1,3,92.4000015258789,75.5,4,1.84385685799908,-0.158859179400329,71.5999984741211
249,0.891099989414215,42003756,14356906,550782528,355202464,197442336,8515278,0,17592652,1.35102570056915,-8.24712085723877,2.43906712532043,1276.921875,3712.50341796875,76.0136413574219,14.8945722579956,3.71864581108093,3.07084465026855,62.1411552429199,4.30410718917847,36.8401260375977,19.5758838653564,1.56060564517975,739.006225585938,0,3,3,90.5999984741211,81.5,4,2.92568301276055,0.0891027342788327,78.8000030517578
311,0.98199999332428,55289648,15090971,632660928,407562336,229785536,12770930,0,11197891,48.8284301757813,86.1402969360352,2.84161448478699,15.4478206634521,3703.97436523438,65.9516372680664,4.96199321746826,3.06208848953247,3.14774107933044,83.2365798950195,89.056526184082,30.4695110321045,6.88706350326538,1.58942294120789,175.357116699219,0,2,2,89.5999984741211,82.5,4,3.66375682519037,0.0487319227960458,69.4000015258789
239,0.98199999332428,45531000,15338000,655718976,476248992,180402160,0,1257000,12438000,53.0010833740234,88.5133819580078,5.45004463195801,17.4433746337891,4627.31103515625,82.3614349365234,3.95617365837097,3.99955463409424,2.81262135505676,37.419261932373,2.37263464927673,43.511302947998,8.06424713134766,1.38686716556549,388.672119140625,0,2,2,89.1999969482422,86.5,4,2.96850958403964,0.0689459594053641,67.1999969482422
310,0.98199999332428,39304204,7732130,150480240,95054392,55425856,0,0,-193633408,97.321044921875,3378.63012695313,,-175.207946777344,3682.814453125,87.852409362793,1.2217880487442,2.92006921768188,3.38123059272766,235.134552001953,0.0117856692522764,23.6295967102051,27.3648204803467,1.44771325588226,-4145.14697265625,0,4,2,91.8000030517578,84,4,5.08323114070767,-3.49355737509945,72.1999969482422
127,0.98199999332428,25279642,13901007,308546464,216057040,94411808,4561352,455155,9879353,78.493278503418,307.497009277344,6.92992305755615,16.3589382171631,5051.58984375,68.4651031494141,2.03880405426025,4.0887656211853,3.81026649475098,83.7178192138672,189.224060058594,27.1292190551758,18.4768562316895,1.42315638065338,639.956176757813,0,3,2,93.5999984741211,88,4,1.81854753400239,0.104641074133439,83.1999969482422
168,0.98199999332428,15194000,2973000,383392800,278718784,105393656,5754349,33347,-3918635,64.0697479248047,169.156341552734,,3.17207932472229,4653.201171875,65.7925643920898,2.30739688873291,3.57532787322998,2.6126983165741,51.6113357543945,0,52.2159423828125,8.15982532501221,1.19975697994232,-238.513290405273,0,2,2,91.4000015258789,73,4,5.11066263033972,-0.0371809381012459,73.75
115,0.98199999332428,13105354,4260946,213857680,148920512,65510840,2027807,0,2021610,98.2812957763672,5224.822265625,,8.20181274414063,3514.21752929688,55.5425834655762,1.50343370437622,2.98476505279541,1.99418044090271,71.2383880615234,-9.55986213684082,20.1381149291992,26.4562072753906,1.32115149497986,113.466407775879,0,4,3,95.5999984741211,98.5,4,3.07569117280529,0.0308591677346833,75.4000015258789
189,0.98199999332428,153147904,58643064,702933888,279140672,481722080,33500120,18382486,2615670,48.5466575622559,72.2517700195313,1.47039973735809,14.4247598648071,8342.3203125,68.4076232910156,9.34194850921631,3.99585103988647,,110.156524658203,58.8161735534668,60.3081092834473,0,1.61273801326752,-1.47018122673035,0,1,2,98.5999984741211,96.5,4,2.61152630087678,0.00542983207246801,94.4000015258789
176,0.98199999332428,4555890,9243169,113954928,72365816,42952424,1173718,0,-8681508,132.33837890625,-300.155639648438,-1.86291837692261,-21.649435043335,5908.72998046875,15.1914691925049,0.962876677513123,3.02229785919189,2.33934259414673,35.4499626159668,-4.56594896316528,35.720874786377,22.6047744750977,2.38013529777527,-2735.91528320313,0,4,3,88.5999984741211,86.5,4,0.492892643204944,-0.202119163286337,55.7999992370605
204,0.810000002384186,45816688,19525672,321323136,170673664,158200688,10449960,1764208,6013010,49.1390609741211,78.1622543334961,1.98037683963776,16.1031112670898,5177.359375,66.0878295898438,46.6808738708496,3.84445309638977,2.92237448692322,56.7372703552246,158.184280395508,49.2064476013184,7.80345058441162,1.55374574661255,-168.554458618164,0,2,2,86.5999984741211,84,2,2.34648456657471,0.0380087474714396,62.7999992370605
588,0.909699976444244,140484752,23732920,565829568,346815392,228007552,0,1327506,-2507906,38.824047088623,44.8739242553711,0.212338849902153,-3.09525108337402,4630.34765625,41.6200714111328,13.6476049423218,4.22400331497192,4.82799196243286,142.716598510742,68.7414093017578,48.9739723205566,13.3232574462891,1.45641028881073,-207.86051940918,0,3,2,90.4000015258789,79,2,5.91940443906607,-0.0109992233941444,78.1999969482422
