"abany","abpoor","age","attend","bigbang","cappun","childs","class","closeblk","degree","educ","evolved","fear","fechld","fefam","getahead","gunlaw","happy","hrs1","income06","letdie1","letin1","marhomo","marital","news","obey","paeduc","parsol","partnrs5","pillok","polviews","postlife","pray","premarsx","PRES08","racecen1","rank","relig","region","satjob","sex","sexfreq","spanking","SPKMSLM","thnkself","trust","tvhours","wwwhr","xmarsex"
2,2,88,0,,1,2,2,1,0,8,,1,,2,1,1,2,,10,,5,5,2,4,,,,,4,,,5,4,1,1,,2,2,,1,,2,2,,,5,,
2,1,23,2,,2,0,3,3,1,15,,2,3,3,1,1,2,,20,1,3,1,5,1,,16,,1,3,2,1,5,4,1,1,4,2,2,,1,,3,2,,,2,30,1
,,24,2,,1,0,3,,3,16,,,3,2,,,1,20,21,1,3,,5,2,4,16,3,1,1,4,2,6,4,1,1,5,4,2,3,1,2,2,,1,2,2,8,
,2,63,8,2,1,2,2,5,1,12,2,2,,,3,1,1,,13,,,5,3,,4,,3,0,,6,1,1,,2,1,1,1,2,,2,,,2,1,2,,,1
1,1,67,0,,1,0,3,5,3,17,,1,4,4,2,2,2,55,18,1,5,3,3,2,,14,,0,2,6,,6,4,2,1,,4,2,2,2,,1,1,,,1,2,
1,2,28,7,,1,0,3,7,4,19,,2,,,1,2,1,45,19,,,3,1,,3,14,3,4,,5,1,1,,2,1,5,4,2,1,2,5,,2,2,2,,,1
2,2,30,0,,1,2,3,7,2,16,,2,3,2,1,1,1,22,16,1,3,1,1,1,,,,1,1,2,1,2,4,1,1,3,4,2,2,2,4,4,2,,,3,3,1
,,19,6,,2,0,3,,0,11,,,3,3,,,3,15,,1,2,,5,4,4,12,3,5,3,3,2,6,3,,1,4,4,2,1,1,3,2,,1,2,2,7,
1,1,42,2,,,2,2,5,1,12,,2,2,1,1,1,2,52,15,1,3,1,3,4,,,,0,1,,,4,4,,1,,2,2,1,2,,3,2,,,0,,1
1,1,57,2,,1,3,3,5,1,14,,2,2,3,1,1,1,60,25,1,,,1,2,,10,,1,3,4,,2,3,,1,5,2,2,1,1,,,1,,,1,1,3
,,64,0,,2,0,3,,4,18,,,3,3,,,3,,,,2,,5,1,3,13,2,1,3,2,,6,3,1,1,4,4,2,,1,3,3,,1,2,4,10,
2,2,63,7,,1,2,3,5,2,14,,2,3,3,1,1,1,8,22,2,3,5,1,1,,,,1,4,4,1,1,1,2,1,5,1,2,1,1,0,2,2,,,2,1,1
1,1,28,0,,1,0,2,5,1,12,,2,3,3,3,1,2,24,21,1,3,1,5,3,,12,,3,2,4,1,4,4,,1,6,2,2,4,1,6,2,1,,,2,6,2
2,1,51,7,2,2,4,2,9,1,13,2,2,,,1,1,2,,15,,,4,3,,2,13,2,,,6,1,2,,1,2,5,1,2,2,1,,,2,4,1,,,1
1,1,37,7,,1,3,4,6,2,16,,2,4,3,1,1,2,40,18,2,1,5,5,1,,,,9,1,2,1,1,1,1,2,3,1,2,2,2,0,3,2,,,1,6,1
1,2,28,0,,2,3,2,9,1,11,,2,2,2,1,1,2,9,14,,5,2,5,3,,12,,4,2,4,,5,1,1,2,4,1,2,,2,6,1,2,,,3,2,1
,,31,4,,2,1,1,,1,12,,,3,3,,,2,,2,1,2,,5,4,2,,5,9,2,4,1,1,,,1,8,1,2,2,1,6,2,,4,1,0,2,
1,1,57,8,,1,2,1,5,1,12,,1,,,2,1,3,,11,,,5,5,,1,8,1,0,,5,2,1,,1,2,4,1,2,,2,,,2,2,2,,,1
2,2,,,,2,1,3,5,1,12,,2,3,3,1,1,3,,,1,4,5,1,3,,14,,9,2,6,1,1,1,,1,5,5,2,1,2,,3,1,,,2,3,1
1,1,30,4,1,2,0,3,6,4,20,1,2,,,2,1,2,45,18,,,1,5,,4,12,2,2,,2,1,5,,1,1,5,1,2,2,1,1,,1,2,1,,,1
2,2,31,7,,1,0,3,6,4,18,,2,,,1,2,2,50,21,,,1,1,,2,16,2,1,,5,1,4,,2,1,6,2,2,2,2,4,,2,3,2,,,1
1,1,49,7,2,1,5,3,8,2,14,2,2,,,1,2,1,70,20,,,5,1,,3,12,2,1,,6,1,1,,2,1,3,1,2,2,1,6,,1,1,1,,,1
,,19,4,,1,0,2,,1,12,,,3,3,,,2,35,,1,4,,5,3,4,12,3,2,2,5,1,2,3,,1,5,4,2,2,2,6,1,,2,2,1,10,
,,33,1,,,4,2,,3,17,,,4,4,,,2,9,20,1,4,,1,4,4,12,2,1,1,2,1,3,4,1,1,4,4,2,2,2,3,1,,1,1,4,28,
,1,46,3,,1,0,2,2,1,12,,2,,,1,2,1,52,20,,,3,1,,3,12,1,,,5,,2,,2,1,8,1,2,2,2,,,2,4,2,,,1
,,31,0,,1,0,2,,1,12,,,3,3,,,2,25,21,1,4,,1,1,3,8,2,1,1,4,1,3,4,,1,7,5,2,2,2,2,2,,4,2,5,15,
1,1,42,0,,2,3,3,5,1,9,,2,4,4,1,1,2,17,20,1,1,1,1,3,,,,1,1,2,1,6,4,,1,8,4,2,1,2,5,2,1,,,2,6,1
2,2,30,2,2,1,2,3,1,1,14,2,2,,,1,1,2,35,,,,5,1,,1,16,1,1,,4,1,5,,,1,,2,2,2,2,,,2,2,2,,,1
1,1,38,2,,1,7,3,8,0,11,,2,4,2,1,1,1,,5,1,4,2,1,4,,,,1,2,4,,2,4,,2,5,1,5,1,2,5,2,2,,,5,,1
1,,49,8,,2,1,3,8,1,12,,1,3,2,1,1,2,,12,2,4,5,1,3,,3,,,,,1,1,,1,2,3,1,5,,2,,2,2,,,3,,1
,,62,0,,1,2,2,,1,12,,,2,3,,,3,,18,2,5,,1,2,4,11,4,,3,5,1,1,3,,1,6,1,5,1,2,,2,,2,2,6,,
2,2,54,7,2,1,1,1,7,1,12,2,1,,,1,1,1,,16,,,5,1,,4,,,1,,5,1,1,,2,1,5,1,5,,2,4,,2,2,2,,,1
2,2,38,7,,2,2,2,5,0,3,,2,3,1,1,,2,24,,2,,3,1,4,,,,,2,6,1,1,,,5,5,1,5,1,2,,2,1,,,2,,1
,,30,8,,2,2,2,,3,16,,,4,4,,,3,,18,2,4,,4,3,3,12,4,1,2,4,,1,3,1,2,2,1,5,2,2,2,1,,1,2,12,7,
1,1,53,0,,2,1,2,2,0,11,,2,3,3,2,1,2,40,20,1,5,4,1,4,,8,,,2,,1,5,4,,1,,4,5,1,1,,1,2,,,5,,1
2,2,40,0,,1,3,3,5,3,17,,1,1,1,1,1,1,20,25,1,4,5,1,4,,12,,1,1,4,1,6,4,,1,5,2,5,2,2,,2,1,,,0,2,1
1,1,57,1,,1,0,2,5,1,12,,2,,,2,1,2,30,11,,,4,5,,5,16,3,1,,4,2,6,,,1,5,4,5,1,2,1,,2,2,1,,,1
,,42,7,,1,1,2,,0,11,,,3,3,,,3,40,20,2,2,,4,2,3,,2,2,2,4,1,4,4,2,1,7,1,5,1,1,5,2,,4,2,2,,
2,,32,1,1,,1,2,7,3,16,1,2,,,1,1,2,68,19,,,2,5,,4,15,3,2,,5,1,5,,1,1,4,1,5,1,1,5,,1,1,2,,,1
2,2,20,0,,1,0,3,1,1,12,,1,3,3,2,1,2,20,15,1,3,3,5,5,,,,1,2,4,,4,4,,1,5,1,5,3,2,5,2,2,,,1,4,1
,,61,6,,1,2,2,,1,15,,,3,4,,,2,42,17,1,5,,2,5,2,15,4,1,4,6,1,3,4,2,1,6,1,5,1,1,,4,,1,2,2,0,
1,1,23,0,,1,1,1,7,0,10,,1,1,2,1,2,1,20,7,1,5,2,5,5,,10,,1,3,4,2,6,4,,1,5,2,5,2,1,4,2,2,,,3,5,1
,,33,7,,2,4,1,,0,9,,,3,3,,,3,,,2,5,,3,4,4,16,5,4,3,,1,1,1,,1,10,1,5,,1,4,2,,3,2,2,3,
,,59,3,2,2,3,2,,1,12,2,,4,3,,,3,,14,1,4,,1,4,4,,4,1,3,3,1,1,3,1,1,5,2,5,,2,5,1,,3,1,6,0,
2,2,62,2,,1,1,3,5,3,17,,2,2,3,1,1,2,,19,1,3,3,1,1,,12,,1,3,5,1,2,4,,1,5,1,5,,1,1,2,2,,,8,6,1
,,65,7,,1,1,3,,1,12,,,4,2,,,2,32,21,2,5,,1,1,4,8,1,1,4,6,1,1,1,2,1,7,1,5,1,2,,2,,3,,1,12,
2,2,30,6,2,1,1,2,7,3,16,2,2,,,1,1,1,48,16,,,3,1,,4,12,2,1,,6,1,3,,2,1,5,1,5,1,1,4,,2,3,2,,,1
,,40,7,,1,1,3,,1,12,,,3,4,,,2,,21,1,3,,1,1,4,5,1,1,2,4,1,3,4,1,1,5,1,5,1,2,0,1,,2,2,3,20,
,,25,5,2,1,0,2,,3,16,2,,2,2,,,1,25,8,2,4,,5,3,1,12,2,4,4,5,1,2,1,,5,5,1,5,2,2,2,1,,4,2,0,12,
1,1,53,0,,2,0,3,5,4,20,,2,3,3,2,1,2,32,22,1,2,1,3,2,,11,,3,2,3,,6,4,1,1,,4,5,1,1,1,,1,,,1,4,1
2,2,26,0,,1,0,3,5,3,16,,2,,,1,2,1,40,25,,,2,1,,4,12,1,1,,5,1,2,,2,1,5,1,5,1,2,,,1,1,2,,,1
,,32,7,,1,0,2,,4,20,,,2,2,,,2,,21,1,2,,1,2,5,9,2,1,2,2,1,2,4,,4,5,1,5,,1,4,2,,4,1,1,20,
,,52,2,,2,0,1,,1,10,,,2,4,,,3,,9,1,1,,3,5,4,16,5,1,1,1,1,5,4,1,1,10,1,5,,1,,3,,1,2,14,0,
,,70,7,,,2,3,,0,10,,,3,2,,,1,,,2,4,,1,2,2,8,1,,,,1,1,1,,1,5,1,5,2,2,,2,,1,2,1,,
2,2,73,5,,2,2,3,1,2,14,,1,2,,2,1,2,,,2,4,5,1,2,,7,,1,2,5,1,1,1,2,1,4,1,5,,2,,1,1,,,4,30,1
2,2,53,6,,1,0,3,5,3,16,,2,,,1,2,2,65,20,,,5,3,,3,16,3,0,,6,1,1,,2,1,1,1,5,1,2,,,2,2,2,,,1
,,72,8,2,,0,3,,2,14,2,,4,2,,,2,,9,2,5,,2,1,3,2,4,1,3,2,1,1,1,,1,5,1,5,1,2,,2,,1,2,3,,
,,89,7,,2,2,,,4,20,,,2,3,,,2,,,2,3,,2,2,3,,2,,3,5,1,1,1,,1,,1,5,,1,,2,,1,1,3,,
2,2,63,8,2,2,1,2,9,1,14,2,1,,,1,1,2,,11,,,4,1,,1,8,3,1,,1,1,2,,1,2,5,1,5,,2,2,,2,3,2,,,1
,,26,7,,1,0,3,,3,16,,,3,2,,,1,40,21,2,3,,1,2,5,12,1,1,4,5,1,1,1,2,1,5,1,5,1,2,5,3,,1,2,2,3,
2,,43,0,,1,4,2,5,0,6,,2,,,1,1,2,32,7,,,4,4,,2,4,,9,,4,1,4,,,5,4,2,5,1,1,4,,2,3,2,,,1
,,56,7,,1,5,2,,1,13,,,3,4,,,1,56,18,1,5,,1,3,4,3,1,1,1,4,1,1,4,1,2,7,1,5,2,1,5,2,,1,2,2,2,
2,2,69,7,,2,0,3,9,2,14,,1,,,1,1,2,,,,,5,1,,4,4,2,1,,4,2,1,,1,2,5,1,5,,2,1,,1,1,2,,,1
1,1,27,4,1,1,2,2,5,2,14,2,1,,,1,1,1,48,20,,,4,1,,1,,1,1,,,,2,,1,1,5,1,5,1,2,4,,2,3,2,,,1
1,1,43,7,1,2,2,3,7,3,16,2,2,,,1,1,1,,25,,,4,1,,2,8,1,1,,5,1,2,,1,1,3,1,5,1,2,,,1,4,2,,,1
,,82,8,,2,2,3,,0,10,,,2,1,,,2,,7,2,4,,2,2,2,10,2,0,3,4,2,2,1,,1,5,1,5,,2,,2,,3,2,10,,
2,2,53,8,,2,3,2,6,1,12,,2,,,1,1,1,40,19,,,5,1,,3,10,1,1,,4,2,1,,1,2,5,1,5,1,2,4,,2,2,2,,,1
2,2,39,4,,2,2,3,9,2,15,,2,3,3,1,1,2,40,19,2,3,4,1,3,,13,,1,3,4,1,1,3,1,2,6,1,5,2,2,5,2,1,,,1,5,3
,,51,7,,2,3,3,,3,18,,,2,2,,,1,40,20,2,5,,1,5,4,9,2,1,3,6,1,2,1,2,1,5,2,5,1,2,3,2,,1,2,7,7,
,,63,7,,2,2,1,,0,10,,,3,3,,,1,,13,2,5,,1,1,3,,1,1,3,4,1,2,1,2,1,8,1,5,,2,,2,,1,2,10,,
,,43,8,,,2,2,,3,16,,,4,4,,,2,40,22,2,4,,1,2,4,12,2,1,3,5,1,1,1,2,1,6,1,5,1,2,3,2,,3,2,2,3,
2,2,38,6,,1,2,4,9,1,13,,2,2,2,1,1,1,40,15,2,3,4,5,2,,14,,1,1,4,1,2,3,1,2,3,1,5,2,2,4,1,2,,,1,5,1
2,1,68,7,,2,8,3,9,3,16,,1,3,3,1,2,2,,6,2,3,5,4,2,,,,0,4,1,1,1,3,1,2,7,1,5,,2,,1,2,,,2,,1
,,23,7,1,2,0,2,,1,13,2,,3,3,,,1,37,15,2,3,,5,2,4,,4,1,3,6,1,2,4,2,1,4,2,5,2,2,2,3,,3,1,5,20,
,,30,5,,2,1,3,,4,17,,,3,3,,,1,,20,1,2,,1,2,1,17,1,1,2,4,1,2,3,,4,5,5,5,1,2,4,3,,5,2,1,14,
2,2,27,3,,,0,3,7,0,11,,1,3,3,1,1,1,43,2,2,3,5,5,5,,0,,,2,7,1,2,3,,2,8,1,5,1,1,,3,2,,,3,8,2
2,2,36,7,,1,1,2,6,2,14,,1,3,3,1,2,1,,20,2,3,5,1,3,,12,,1,4,6,1,1,1,2,1,6,1,5,1,1,4,2,1,,,2,1,1
2,1,67,3,,1,3,3,8,0,8,,1,,,1,2,1,,13,,,5,4,,1,6,2,0,,4,2,5,,,1,5,1,5,,1,,,2,5,2,,,1
2,2,70,5,,1,6,3,9,0,12,,2,3,3,1,1,1,,1,1,3,1,3,2,,12,,5,1,2,1,2,4,1,2,5,1,5,,1,,2,1,,,5,,1
2,2,58,8,,1,0,3,6,1,12,,2,3,3,1,1,2,40,10,1,5,5,3,4,,5,,0,4,7,1,1,1,2,1,6,1,5,4,2,,1,2,,,6,1,1
,,27,5,,1,3,2,,2,14,,,4,4,,,3,15,9,1,5,,5,4,3,,3,5,4,4,1,1,4,,2,5,1,5,1,2,5,2,,2,2,2,3,
1,1,40,5,,2,1,3,5,1,12,,2,2,3,3,1,2,,14,1,1,1,5,2,,,,2,1,3,1,2,4,1,2,3,1,5,,2,5,1,2,,,4,7,1
,,55,8,,1,4,3,7,1,12,,2,3,3,,2,2,,6,2,5,5,2,2,,,,,4,,1,1,,1,3,5,1,5,2,2,,2,,,,6,,2
,,23,6,,2,1,2,,1,12,2,,3,3,,,2,,9,1,4,,5,4,2,,3,3,1,2,1,1,2,1,2,5,1,5,,2,6,2,,3,2,3,7,
1,1,21,2,,2,0,2,9,1,12,,2,4,4,2,2,2,,18,1,3,2,5,4,,,,5,2,4,1,2,4,,2,5,1,5,2,1,4,2,2,,,4,8,2
,,20,7,,2,0,3,,2,15,,,3,3,,,2,,,1,3,,5,5,5,,1,0,4,4,1,1,1,,5,5,1,5,,1,,2,,1,2,1,7,
1,1,47,3,,1,3,2,9,1,13,,2,4,3,1,1,2,,19,1,3,2,1,1,,,,1,2,2,1,2,4,,1,5,1,5,,2,4,2,1,,,2,5,2
1,1,62,6,,1,2,3,5,3,16,1,2,,,3,1,2,40,20,,,4,1,,5,5,1,1,,4,1,1,,1,1,3,1,5,1,1,3,,2,1,1,,,2
,,31,0,,1,0,1,,1,15,,,4,3,,,2,,23,1,3,,5,5,4,12,4,1,1,,2,6,4,1,1,,4,5,4,1,,2,,1,2,2,15,
,,52,3,,2,3,2,,3,16,,,4,3,,,3,,15,1,4,,1,4,4,8,3,1,2,4,1,2,4,1,2,1,1,5,,2,2,1,,1,2,4,10,
1,2,56,2,,1,1,2,5,1,12,,2,2,3,1,1,1,50,18,1,4,2,3,3,,6,,2,1,4,2,5,3,,1,5,1,5,1,1,3,2,1,,,1,,1
,,30,5,,1,1,2,,1,12,,,3,3,,,1,50,21,1,4,,1,1,4,12,2,3,3,4,1,2,1,1,2,5,1,5,2,1,5,2,,1,2,3,40,
2,2,61,7,,1,3,2,5,1,12,,1,4,3,1,1,2,40,20,1,5,4,1,2,,7,,1,4,4,1,3,4,2,1,5,2,5,2,2,4,3,2,,,4,14,1
,,75,8,,1,0,3,,4,18,,,4,2,,,1,,24,2,3,,1,1,3,10,1,1,3,6,1,1,3,2,1,3,2,5,,2,3,2,,1,2,5,7,
1,1,68,0,,1,2,3,3,2,14,,2,1,2,2,2,2,,,1,5,5,1,1,,12,,1,4,7,,6,3,2,1,7,4,5,,1,,1,2,,,6,1,1
1,1,69,7,,1,4,3,5,3,16,,2,3,3,1,1,1,,,1,4,5,2,1,,12,,2,4,7,1,3,4,2,1,4,1,5,,1,4,1,2,,,2,5,1
,,52,5,,1,3,4,,1,15,,,2,2,,,1,15,25,1,3,,1,2,3,14,3,1,2,6,1,1,4,2,1,3,1,5,1,2,,3,,5,1,3,3,
1,1,59,0,,,3,3,5,1,12,,1,4,4,1,1,2,,9,1,5,3,3,4,,8,,1,1,4,2,2,4,,1,6,1,5,,2,1,2,2,,,4,,3
,,39,0,2,2,2,4,,0,11,2,,3,2,,,2,,,1,3,,5,4,4,,2,5,3,4,1,2,1,,2,10,4,5,,1,,3,,2,2,10,,
2,2,63,7,2,1,3,3,9,3,16,2,1,,,1,2,2,50,,,,5,1,,4,7,1,1,,7,1,2,,2,1,3,1,5,1,2,,,2,3,1,,,1
2,2,29,4,,2,2,3,5,1,12,,2,2,2,1,1,2,,,2,4,2,5,2,,,,3,1,4,1,2,3,1,2,5,4,5,1,1,6,1,2,,,3,5,1
,,19,4,,,0,3,,0,10,,,3,2,,,1,,10,1,2,,5,2,4,,3,7,1,3,1,4,1,,2,1,1,5,1,2,5,2,,1,2,7,24,
2,2,38,0,,2,0,3,3,1,12,,1,2,2,1,1,2,40,17,2,5,5,1,4,,12,,4,3,6,1,3,3,2,1,4,1,5,2,2,3,1,2,,,2,2,1
,,28,1,1,1,0,2,,1,12,1,,3,3,,,1,55,17,1,3,,1,3,4,20,2,2,2,6,1,2,4,2,1,8,1,5,1,1,5,1,,2,2,2,5,
,,41,2,,1,2,2,,1,14,,,3,2,,,2,,13,1,4,,3,5,4,17,5,5,2,4,1,1,4,,1,8,,5,,2,6,2,,1,2,10,2,
1,2,56,5,1,1,2,3,9,2,16,1,1,,,2,1,2,40,18,,,3,3,,3,12,2,3,,5,1,2,,1,2,5,1,5,2,1,3,,1,4,2,,,1
,,24,4,,1,0,3,,3,16,,,3,3,,,2,32,3,1,4,,5,4,4,12,1,3,3,5,1,2,3,2,1,4,2,5,2,1,4,2,,1,1,2,10,
,,58,8,,,3,2,9,1,14,,,,,1,,2,40,19,,,4,3,,2,3,1,0,,5,1,1,,1,2,,1,5,2,2,,,2,1,2,,,1
,,28,5,,,0,2,9,3,16,,2,2,3,1,,2,20,,,,1,5,2,,20,,7,1,4,1,2,4,1,2,,1,5,1,1,5,1,2,,,20,6,
,,55,2,,1,2,1,1,1,12,,,,,1,2,3,,,,,3,2,,3,5,4,,,6,1,2,,2,1,,4,5,,2,,,2,4,2,,,1
2,2,41,7,,2,2,2,5,1,14,,2,4,4,1,1,2,44,16,1,3,5,3,2,,12,,1,4,5,2,1,1,,1,6,1,5,1,2,,3,2,,,3,5,1
2,2,29,6,,2,1,1,9,1,14,,2,3,3,1,1,2,,14,2,4,5,5,3,,12,,9,4,7,,2,3,1,2,7,1,5,3,1,6,1,2,,,5,20,1
2,1,65,7,,2,2,3,9,1,12,,1,3,3,1,1,2,,18,1,3,2,1,2,,14,,1,2,3,1,2,2,1,1,3,1,5,,2,2,4,1,,,3,3,1
1,1,64,5,,,0,3,9,2,13,,2,3,2,1,1,1,,,2,3,2,2,5,,13,,,,7,2,1,1,,1,1,2,5,,2,,3,2,,,4,,1
2,2,39,2,,1,2,2,7,0,8,,2,,,1,1,3,,17,,,3,3,,5,16,4,1,,6,1,5,,,1,8,1,5,1,1,3,,2,3,2,,,3
1,1,29,5,,1,2,3,9,1,13,,2,4,3,2,1,2,53,18,1,5,4,5,4,,,,5,1,5,1,5,1,2,1,5,1,5,2,1,4,1,1,,,2,20,1
2,2,54,5,,2,6,3,5,1,13,,1,2,2,1,1,2,,18,,5,4,1,5,,,,,3,5,2,1,4,1,2,5,1,5,,1,,2,2,,,2,0,1
1,1,47,3,,1,2,2,9,1,14,1,1,,,1,1,1,44,19,,,1,3,,4,16,1,1,,5,2,2,,2,1,5,1,5,1,2,,,1,1,1,,,1
1,1,44,5,,2,3,3,5,1,12,,1,3,2,1,1,1,9,18,1,3,5,1,1,,,,1,1,1,,2,4,1,1,5,1,5,1,2,5,3,1,,,1,21,1
,,33,5,,1,0,3,,1,13,,,4,4,,,1,32,20,1,3,,1,1,4,12,1,1,3,2,1,1,4,1,1,4,5,5,2,2,5,2,,1,,3,20,
1,1,60,0,1,1,1,3,6,2,15,1,2,,,1,1,1,,25,,,2,1,,4,12,1,1,,4,,5,,2,1,,1,5,1,2,,,1,1,2,,,1
1,1,60,3,,1,2,3,5,1,14,,1,2,3,3,1,1,9,25,1,3,2,1,1,,14,,,2,5,1,2,4,2,1,6,2,5,1,1,,1,1,,,2,3,1
,,53,5,,1,2,4,,3,16,,,3,3,,,3,55,25,1,4,,1,5,4,16,4,,3,6,1,1,4,2,1,3,1,5,1,1,,2,,1,2,2,2,
2,,19,0,2,1,0,3,6,0,8,1,2,,,1,1,1,50,,,,1,5,,1,12,3,1,,4,,6,,,1,5,4,5,2,1,3,,2,2,2,,,1
1,2,46,2,,1,0,2,9,1,12,,2,3,2,1,1,2,35,25,1,1,1,1,5,,12,,,1,4,1,1,4,1,1,,1,5,1,2,,2,1,,,2,0,1
,,84,,,1,,3,,0,,,2,2,2,,1,,,,,,,2,,,8,,,,,,,,,1,,,5,,1,,,1,,,,,
1,1,35,0,,1,0,2,5,3,16,,2,,,3,2,1,25,1,,,1,5,,5,15,4,5,,1,1,5,,,1,5,4,5,2,2,6,,1,1,1,,,3
1,1,60,2,,1,2,3,,2,14,,2,3,2,1,2,3,,22,1,3,1,1,5,,16,,1,3,6,1,1,4,,1,5,1,5,,2,0,2,2,,,2,1,1
,,26,0,1,1,2,2,,0,8,2,,2,2,,,2,33,11,1,4,,5,4,1,,2,1,2,7,1,5,4,,1,7,4,5,2,1,4,3,,4,2,1,1,
2,2,31,5,,1,0,1,8,3,16,,2,3,3,1,,2,,9,,3,4,5,3,,16,,6,4,5,1,2,3,2,1,3,4,5,4,1,2,2,2,,,4,20,1
1,1,67,5,,2,0,3,6,1,14,1,1,,,1,1,2,,25,,,2,1,,4,,1,1,,2,1,2,,1,1,4,1,5,,2,3,,1,1,1,,,1
1,1,67,7,1,1,0,3,5,4,17,1,1,,,1,1,1,,23,,,2,1,,4,20,2,1,,2,1,2,,1,1,2,1,5,,2,2,,1,1,1,,,
1,1,88,0,,1,4,3,5,3,15,,2,4,2,1,2,2,,,1,4,2,1,1,,16,,,2,3,2,1,3,2,1,5,2,5,,1,,2,2,,,2,14,1
,,40,2,,1,2,3,,1,18,,,3,2,,,2,70,21,1,3,,1,3,4,,4,1,1,4,1,1,4,1,1,6,1,5,3,2,6,3,,1,2,1,30,
2,2,70,7,,1,2,3,6,3,16,,1,,,1,1,1,,20,,,2,1,,4,8,3,1,,4,1,1,,1,1,3,1,5,,2,0,,2,1,1,,,2
,,44,0,,1,6,2,,0,9,,,2,2,,,3,,18,1,5,,1,5,2,,1,1,3,7,2,3,3,2,1,8,1,5,3,2,3,2,,4,2,2,5,
2,1,65,0,,1,1,3,5,1,12,1,1,,,1,2,2,,20,,,5,1,,2,11,1,1,,6,2,6,,2,1,5,1,5,,1,,,2,1,2,,,2
,1,33,7,,1,2,2,9,1,11,,1,2,4,1,1,2,36,9,2,3,2,5,1,,,,1,1,6,1,1,4,,2,5,1,5,3,2,2,1,2,,,2,,3
,,63,7,,1,0,2,,3,17,,,4,3,,,3,,17,1,4,,1,4,3,18,5,9,1,3,1,2,3,1,1,4,1,5,,1,,4,,1,2,1,35,
2,2,31,2,,,0,2,8,1,13,,2,,,1,2,3,50,16,,,5,5,,3,16,2,,,4,1,3,,1,2,6,1,5,2,1,,,2,2,2,,,2
,,32,7,,1,2,2,,1,12,,,2,2,,,2,40,18,2,1,,1,4,1,,2,,4,,1,1,1,,2,4,1,5,2,1,,2,,4,2,1,3,
2,2,52,7,1,2,3,3,1,2,14,1,2,,,1,1,2,37,18,,,5,3,,1,12,3,1,,4,1,1,,1,,1,1,5,1,2,2,,2,4,2,,,1
,,63,7,,2,3,3,,1,15,,,3,3,,,2,9,21,1,5,,1,1,1,12,1,1,4,6,1,1,1,2,1,5,1,5,3,2,1,4,,3,1,1,3,
,,42,1,,2,0,3,,1,12,,,2,2,,,2,40,18,1,3,,3,5,3,,2,2,2,4,1,2,2,1,1,6,1,5,2,1,,2,,2,1,1,10,
1,1,52,2,,2,3,3,5,3,16,,2,,,1,1,2,20,22,,,2,1,,5,12,3,,,5,2,5,,,1,5,2,5,4,2,,,2,1,2,,,1
1,2,70,3,,2,1,3,5,4,16,,2,3,2,1,1,2,,,2,3,4,1,2,,,,1,2,2,1,1,1,2,1,3,1,6,,2,1,2,2,,,3,0,1
2,2,23,0,,1,2,2,6,0,8,,1,,,1,,3,,6,,,3,5,,2,,3,5,,4,2,3,,,1,5,,6,2,2,5,,,4,2,,,1
2,2,84,7,,1,2,3,5,3,16,,2,2,2,2,2,1,,18,1,5,5,2,2,,8,,1,2,6,1,2,2,2,1,6,1,6,,1,,2,2,,,3,,1
1,1,30,8,,1,0,2,5,1,12,,1,3,2,2,1,2,45,17,1,3,2,1,3,,12,,5,1,6,1,3,4,,1,6,1,6,1,1,5,1,1,,,3,45,1
,,59,7,,,0,3,,0,11,,,,1,,,2,,,1,3,,5,3,,,2,0,3,4,2,6,,,2,10,1,6,,1,,2,,,2,,,
,,61,2,,1,2,2,,1,12,,,3,3,,,2,,17,1,5,,1,2,4,8,1,9,3,4,1,3,4,1,1,5,1,6,2,2,2,2,,1,2,3,12,
,,37,2,,,1,3,1,1,12,,2,,,1,1,1,,11,,,4,3,,2,,2,2,,4,2,1,,,1,5,1,6,1,1,6,,2,3,2,,,
2,2,41,4,,1,4,2,4,0,12,,1,2,2,1,1,1,68,20,1,5,4,1,4,,9,,0,2,2,1,5,4,,1,2,1,6,1,2,,2,2,,,1,0,1
,,55,7,2,1,2,1,,1,12,1,,2,2,,,3,,10,1,5,,2,4,2,4,2,3,1,5,1,1,3,1,1,5,1,6,,2,3,2,,1,2,4,2,
1,1,31,8,,1,3,1,9,2,14,,2,,,1,1,2,,11,,,1,1,,4,16,3,1,,3,1,1,,2,1,7,5,6,,2,6,,1,1,2,,,1
,,21,0,,1,0,3,,1,10,,,3,3,,,1,,1,1,4,,5,5,5,14,1,5,1,4,1,6,4,,1,5,4,6,1,1,3,2,,2,2,4,24,
2,2,28,3,,1,1,2,7,1,12,,2,,,1,1,2,40,18,,,4,5,,1,12,3,5,,5,1,2,,,1,4,1,6,2,2,3,,1,3,2,,,1
2,2,35,7,,1,0,2,5,3,16,,2,2,2,2,2,2,40,17,2,5,5,5,4,,16,,1,4,5,2,1,2,,1,7,1,6,3,1,,1,2,,,3,6,1
,,52,3,,2,0,3,,3,16,,,3,3,,,1,60,25,2,4,,1,5,4,12,2,2,1,6,1,2,4,2,1,5,1,6,1,1,5,1,,3,2,1,8,
,,63,2,,1,3,2,,4,20,,,4,2,,,2,38,10,1,3,,1,1,2,8,3,2,2,4,,1,4,,2,6,1,6,2,1,,2,,4,2,3,,
